price,available,dateId,logementId,proprietaireId,localisationId
$125.00,t,d298eb5434,0c25f50d92,40335071,9eb3f6f293
,f,d298eb5434,8d906bf5a5,6544973,9eb3f6f293
$45.00,t,d298eb5434,79ade4af22,21072725,9eb3f6f293
,f,d298eb5434,f29d95d71a,40335071,9eb3f6f293
,f,d298eb5434,425e4abaad,2052160,f6e393a20d
,f,d298eb5434,5ff6d3999a,21896205,9eb3f6f293
,f,d298eb5434,fd7c76bd9b,8242272,9eb3f6f293
,f,d298eb5434,57ceb15f18,2315558,9eb3f6f293
,f,d298eb5434,f304c10c5c,17597607,9eb3f6f293
,f,d298eb5434,0416aaae7a,34392395,f6e393a20d
$100.00,t,d298eb5434,35d1b370a3,9031463,9eb3f6f293
$349.00,t,d298eb5434,a397b00e0a,12867960,9eb3f6f293
$110.00,t,d298eb5434,f646f289ea,3502513,9eb3f6f293
,f,d298eb5434,7b4027e14f,27606550,9eb3f6f293
$130.00,t,d298eb5434,b44b461e4b,5856339,9eb3f6f293
$99.00,t,d298eb5434,fe91b80a98,40885963,9eb3f6f293
,f,d298eb5434,1f25666085,27128936,9eb3f6f293
,f,d298eb5434,0c9778e1be,3521823,9eb3f6f293
,f,d298eb5434,0dc7e0c1c9,53050379,9eb3f6f293
,f,d298eb5434,d94e93b82b,1039322,9eb3f6f293
,f,d298eb5434,f39ca329d8,25150356,9eb3f6f293
$65.00,t,d298eb5434,ef8974569c,15155647,9eb3f6f293
,f,d298eb5434,879068df84,12171359,9eb3f6f293
$400.00,t,d298eb5434,d630869bb9,23669617,9eb3f6f293
,f,d298eb5434,426378eae9,560743,9eb3f6f293
,f,d298eb5434,7803744d75,3521823,9eb3f6f293
$63.00,t,d298eb5434,f19340b824,4016632,9eb3f6f293
$70.00,t,d298eb5434,d59110e39b,33524725,9eb3f6f293
$42.00,t,d298eb5434,7f8f718926,4016632,9eb3f6f293
$104.00,t,d298eb5434,ffe5ed1803,46954097,9eb3f6f293
$137.00,t,d298eb5434,77ae0c8f31,2843411,d4b0b68771
$85.00,t,d298eb5434,ac5fe74548,18232665,d4b0b68771
,f,d298eb5434,50d9eeec2c,28770702,d4b0b68771
,f,d298eb5434,8f9362924d,5326074,d4b0b68771
$50.00,t,d298eb5434,f1c94a36e1,31887689,d4b0b68771
,f,d298eb5434,46fb2840e3,36805437,d4b0b68771
$46.00,t,d298eb5434,303b3c9520,1612983,d4b0b68771
$39.00,t,d298eb5434,b6011a02b5,841009,d4b0b68771
,f,d298eb5434,7b88ccd631,6296335,d4b0b68771
,f,d298eb5434,6e9e064c06,1343908,d4b0b68771
,f,d298eb5434,945db4612a,15473800,d4b0b68771
$95.00,t,d298eb5434,e80d0f220f,3587674,d4b0b68771
$125.00,t,d298eb5434,7f65e040e8,https://a1.muscache.com/im/pictures/51359239/08338f5a_original.jpg?aki_policy=medium,79131b9b3e
$31.00,t,d298eb5434,7afe951f65,23228606,d4b0b68771
,f,d298eb5434,bc8aed18e7,23228606,d4b0b68771
,f,d298eb5434,68d81c74d4,811494,d4b0b68771
,f,d298eb5434,3dfa659043,2231298,d4b0b68771
$125.00,t,d298eb5434,96887d467c,7466082,d4b0b68771
,f,d298eb5434,dc3467012a,43954674,d4b0b68771
,f,d298eb5434,59495abddc,53050,d4b0b68771
,f,d298eb5434,e4f253d518,3781927,d4b0b68771
,f,d298eb5434,b72b478d71,4970133,d4b0b68771
,f,d298eb5434,cabb048cbe,24709547,d4b0b68771
,f,d298eb5434,c4f4b6645e,2882219,97086db1c8
$105.00,t,d298eb5434,9ec1776c44,2317654,d4b0b68771
,f,d298eb5434,05cdaecd0f,43954674,d4b0b68771
$218.00,t,d298eb5434,b6e220a167,2034501,d4b0b68771
$96.00,t,d298eb5434,5068e1eefa,19071753,97086db1c8
$126.00,t,d298eb5434,b1ea8fb194,35674639,d4b0b68771
$100.00,t,d298eb5434,173575515b,24500821,d4b0b68771
$225.00,t,d298eb5434,fa3951a4de,205007,d4b0b68771
,f,d298eb5434,710f7ebbb9,79450,d4b0b68771
,f,d298eb5434,3e7cb6a2e7,430709,d4b0b68771
,f,d298eb5434,47170c0cc5,13535511,d4b0b68771
,f,d298eb5434,9c51897661,28770702,d4b0b68771
,f,d298eb5434,dab3d83de9,15785670,d4b0b68771
$79.00,t,d298eb5434,69689bbe0d,34872403,d4b0b68771
$188.00,t,d298eb5434,205203e40e,33225983,d4b0b68771
$97.00,t,d298eb5434,bec3fb885b,8403307,d4b0b68771
,f,d298eb5434,37f3b18558,19296907,d4b0b68771
,f,d298eb5434,db9f36d332,53050,d4b0b68771
$197.00,t,d298eb5434,5379c6c506,25066447,d4b0b68771
,f,d298eb5434,da635d8114,28375755,d4b0b68771
,f,d298eb5434,e86e64e958,15060417,d4b0b68771
$135.00,t,d298eb5434,ff390e861f,29133654,97086db1c8
$70.00,t,d298eb5434,e758fdcf62,4807375,d4b0b68771
$150.00,t,d298eb5434,cd170288f5,36085516,d4b0b68771
$200.00,t,d298eb5434,d6a4f8c81e,19533935,d4b0b68771
,f,d298eb5434,03d834aadb,23228606,d4b0b68771
$180.00,t,d298eb5434,6fe2bb3b2d,23489864,d4b0b68771
,f,d298eb5434,001deb6f0e,39472587,d4b0b68771
,f,d298eb5434,fbc6f87d97,1539790,d4b0b68771
,f,d298eb5434,d61c28495f,32998581,d4b0b68771
$40.00,t,d298eb5434,26cdc53c3d,52580911,d4b0b68771
,f,d298eb5434,e3619332d4,3494510,d4b0b68771
$125.00,t,d298eb5434,9c7b00dcd1,2231298,d4b0b68771
,f,d298eb5434,2e26d3e960,19001873,d4b0b68771
$224.00,t,d298eb5434,6ee0deb688,15655683,d4b0b68771
,f,d298eb5434,4abaeefea3,33367198,d4b0b68771
,f,d298eb5434,5e388f1198,43954674,d4b0b68771
,f,d298eb5434,7a244b91bc,28770702,d4b0b68771
,f,d298eb5434,95b775092a,79450,d4b0b68771
,f,d298eb5434,d6039469f7,16884006,d4b0b68771
$85.00,t,d298eb5434,0707212e57,39884676,d4b0b68771
,f,d298eb5434,43170f9a52,16687781,d4b0b68771
$49.00,t,d298eb5434,da88e9a3b8,25171396,d4b0b68771
,f,d298eb5434,cf2379e2b6,4152568,d4b0b68771
,f,d298eb5434,3e604f01d5,12503146,d4b0b68771
,f,d298eb5434,aaed4f1d00,5776729,d4b0b68771
$48.00,t,d298eb5434,3c9995e53b,20069008,d4b0b68771
,f,d298eb5434,8edd79e318,34793330,3723ff1a21
$58.00,t,d298eb5434,8d84b2d4b2,256203,3723ff1a21
$96.00,t,d298eb5434,ee327d8154,2237228,3723ff1a21
,f,d298eb5434,22ca0d60fb,129014,3723ff1a21
,f,d298eb5434,fa6a72b50a,28840161,3723ff1a21
,f,d298eb5434,21af743961,3979528,3723ff1a21
$300.00,t,d298eb5434,833f0ebdff,19993125,3723ff1a21
,f,d298eb5434,be7a762d80,15104715,3723ff1a21
,f,d298eb5434,358bb28053,6428916,3723ff1a21
,f,d298eb5434,1ee68e6c20,7849723,60a59dd394
,f,d298eb5434,fadbf446c8,5067360,3723ff1a21
,f,d298eb5434,ca3ca940cb,39549545,3723ff1a21
,f,d298eb5434,a458586782,6407320,3723ff1a21
,f,d298eb5434,9c87eb0100,31684830,3723ff1a21
,f,d298eb5434,e000499608,6407320,3723ff1a21
$79.00,t,d298eb5434,35a3000626,46108145,3723ff1a21
$121.00,t,d298eb5434,aaa290eebb,22414188,3723ff1a21
$65.00,t,d298eb5434,2df6d62e7c,19477023,3723ff1a21
,f,d298eb5434,a217243c08,9484588,3723ff1a21
,f,d298eb5434,f2b940b6fa,48604323,3723ff1a21
$70.00,t,d298eb5434,09c1309ccd,12036205,3723ff1a21
,f,d298eb5434,34fea39d70,18413215,3723ff1a21
,f,d298eb5434,783d6e4e3d,26877490,3723ff1a21
,f,d298eb5434,c49019850f,6407320,3723ff1a21
,f,d298eb5434,5088019e70,11580391,3723ff1a21
,f,d298eb5434,69771fc401,3681393,3723ff1a21
$89.00,t,d298eb5434,737f90ebbd,311363,3723ff1a21
$148.00,t,d298eb5434,e5b3c2716d,5325329,
,f,d298eb5434,25fa612b9d,1187351,3723ff1a21
$85.00,t,d298eb5434,c96526db2f,1375021,3723ff1a21
,f,d298eb5434,e322ca066c,6407320,3723ff1a21
$99.00,t,d298eb5434,41f48932cd,35742272,3723ff1a21
,f,d298eb5434,127b166753,129014,3723ff1a21
,f,d298eb5434,cfaad86bd4,179626,3723ff1a21
$130.00,t,d298eb5434,7e298ecc82,3751963,3723ff1a21
,f,d298eb5434,24ba3b7634,276239,3723ff1a21
$70.00,t,d298eb5434,cb6c743d38,8739320,3723ff1a21
$70.00,t,d298eb5434,cbcde78261,4933168,3723ff1a21
$75.00,t,d298eb5434,9afc305e25,6136210,3723ff1a21
,f,d298eb5434,7c69c67b1d,3656709,3723ff1a21
,f,d298eb5434,c5a29105b6,19993125,3723ff1a21
$90.00,t,d298eb5434,4517ec8c94,15178583,3723ff1a21
$80.00,t,d298eb5434,2e85322aef,9995182,3723ff1a21
$75.00,t,d298eb5434,d43bf0746d,24786046,3723ff1a21
,f,d298eb5434,f576699241,4855968,3723ff1a21
,f,d298eb5434,4029416ba5,5067360,3723ff1a21
,f,d298eb5434,abb09b1ccc,11850640,3723ff1a21
,f,d298eb5434,7a3edd1e09,8612866,3723ff1a21
$90.00,t,d298eb5434,9b4c1d0640,4405122,3723ff1a21
,f,d298eb5434,c1ffc84dce,287962,3723ff1a21
$196.00,t,d298eb5434,08b1028cc9,31148752,3723ff1a21
$50.00,t,d298eb5434,0208ac047a,18413215,3723ff1a21
,f,d298eb5434,ea74f6c701,4678869,3723ff1a21
,f,d298eb5434,eec55a8888,21015753,3723ff1a21
$50.00,t,d298eb5434,c600e7c526,26498368,3723ff1a21
,f,d298eb5434,a2e87038ff,2067157,3723ff1a21
$100.00,t,d298eb5434,faf31d2401,7727480,3723ff1a21
$89.00,t,d298eb5434,c26edf95cf,12851001,3723ff1a21
$91.00,t,d298eb5434,d945477e3a,12483454,3723ff1a21
$75.00,t,d298eb5434,1d967f61ed,48604323,3723ff1a21
,f,d298eb5434,a92b4f5a90,5325329,3723ff1a21
,f,d298eb5434,2ac1951548,4405122,3723ff1a21
,f,d298eb5434,5d0586eb8a,19756727,3723ff1a21
,f,d298eb5434,9d981e1114,19984963,3723ff1a21
$120.00,t,d298eb5434,1d95d1191a,19311504,19202b71f4
$109.00,t,d298eb5434,e63aa8aad3,6307839,19202b71f4
$115.00,t,d298eb5434,94367fd41f,15543526,19202b71f4
$195.00,t,d298eb5434,93f22600e7,38669130,19202b71f4
$200.00,t,d298eb5434,ce656b0c4b,13546801,19202b71f4
$100.00,t,d298eb5434,78025f5856,2704826,19202b71f4
,f,d298eb5434,48bbb70200,https://a2.muscache.com/ac/pictures/13457159/dcb608a5_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,8da80a0f92
$39.00,t,d298eb5434,7472ddfba8,46243391,19202b71f4
$62.00,t,d298eb5434,5872f54833,32052651,19202b71f4
,f,d298eb5434,1b3dbba735,31366898,19202b71f4
,f,d298eb5434,47cd60b6e0,7053059,19202b71f4
,f,d298eb5434,548898aad9,20338511,19202b71f4
,f,d298eb5434,0bbc36d291,45781945,19202b71f4
$85.00,t,d298eb5434,fd203cd55f,4122018,19202b71f4
,f,d298eb5434,55badc2858,31366898,19202b71f4
,f,d298eb5434,d075045638,106721,19202b71f4
$85.00,t,d298eb5434,2e50da98db,51433714,19202b71f4
$168.00,t,d298eb5434,37b48c1c53,27508753,19202b71f4
,f,d298eb5434,ae429bf64d,11358129,19202b71f4
,f,d298eb5434,2c3673a93a,26032511,19202b71f4
,f,d298eb5434,a6a5d57440,5325329,19202b71f4
,f,d298eb5434,aa90fe094b,9423731,19202b71f4
$135.00,t,d298eb5434,5ac8b3936d,316200,19202b71f4
,f,d298eb5434,74a0472e6c,9361239,19202b71f4
,f,d298eb5434,f9702a6244,12456569,19202b71f4
,f,d298eb5434,044d96ef0b,3792761,19202b71f4
,f,d298eb5434,893e4f1e80,3787979,19202b71f4
$195.00,t,d298eb5434,3f21a77d88,2840320,19202b71f4
$200.00,t,d298eb5434,07ada0df6f,13546801,19202b71f4
,f,d298eb5434,2f46531ae4,238431,19202b71f4
$100.00,t,d298eb5434,88041ff86c,21616710,19202b71f4
,f,d298eb5434,01ec9689a7,https://a1.muscache.com/ac/pictures/43957041/8a59198a_original.jpg?interpolation=lanczos-none&size=x_large_cover&output-format=jpg&output-quality=70,8db2f17b45
$195.00,t,d298eb5434,2057a035aa,430709,19202b71f4
,f,d298eb5434,2bd0f175c9,21288637,19202b71f4
$209.00,t,d298eb5434,580d49e9b9,24038354,19202b71f4
,f,d298eb5434,f464f83769,6393323,19202b71f4
,f,d298eb5434,4ad984a7fd,31366898,19202b71f4
,f,d298eb5434,d210a5411f,9435135,19202b71f4
,f,d298eb5434,76e3e963f8,3022709,19202b71f4
,f,d298eb5434,e68154e128,34363282,19202b71f4
$899.00,t,d298eb5434,3ac0190f75,24633415,19202b71f4
,f,d298eb5434,51c2b62319,23551180,19202b71f4
$165.00,t,d298eb5434,79eb42d937,17039361,19202b71f4
,f,d298eb5434,070d919f22,27215994,19202b71f4
,f,d298eb5434,2fe9b459d3,47573170,3685b570f7
$285.00,t,d298eb5434,abf827813f,12693172,19202b71f4
$80.00,t,d298eb5434,eb5fe1be4e,23822173,19202b71f4
$75.00,t,d298eb5434,74798d1ee2,2495385,19202b71f4
$68.00,t,d298eb5434,398da19652,1917040,19202b71f4
,f,d298eb5434,a2b5f8141a,23792018,19202b71f4
,f,d298eb5434,9f1b4bc24f,33944952,19202b71f4
$110.00,t,d298eb5434,4f29db3510,767899,19202b71f4
$600.00,t,d298eb5434,53a22cecbc,919364,19202b71f4
$235.00,t,d298eb5434,991b16785b,6097842,19202b71f4
,f,d298eb5434,143c28916e,46243391,19202b71f4
$95.00,t,d298eb5434,17d577426c,6097842,19202b71f4
$102.00,t,d298eb5434,4060e74938,31366898,19202b71f4
,f,d298eb5434,a0dc8173fd,106972,19202b71f4
$95.00,t,d298eb5434,e6c764b582,5468952,19202b71f4
$150.00,t,d298eb5434,631133f703,49560117,19202b71f4
$99.00,t,d298eb5434,9214d07ca6,15791829,19202b71f4
$142.00,t,d298eb5434,5d93d83d30,10385963,19202b71f4
$101.00,t,d298eb5434,7df9a64088,17572659,19202b71f4
$244.00,t,d298eb5434,e8cabac71d,1300775,19202b71f4
,f,d298eb5434,dd219cb32f,44510434,19202b71f4
,f,d298eb5434,f6b0f6f92c,49371015,19202b71f4
,f,d298eb5434,cfe8ea2ede,31483782,19202b71f4
,f,d298eb5434,bc2082ad93,24049136,19202b71f4
$350.00,t,d298eb5434,cef17b1f10,13566271,19202b71f4
,f,d298eb5434,a3cf68d5ae,7376011,19202b71f4
$200.00,t,d298eb5434,e46310767a,13566271,19202b71f4
$180.00,t,d298eb5434,3702c0a1b3,19002091,3685b570f7
,f,d298eb5434,10852dcbcc,5992456,19202b71f4
,f,d298eb5434,ab10e891b2,17234030,19202b71f4
$59.00,t,d298eb5434,8761b5c074,46019955,19202b71f4
,,,d9deff224c,13566271,19202b71f4
,,,e0007eff6c,33944952,19202b71f4
,,,b464387bea,39970532,19202b71f4
,,,d650addb9a,23792018,19202b71f4
,,,254db28ae1,31366898,19202b71f4
,,,2d482ccf45,9533123,19202b71f4
,,,75f58c0926,1224813,05abd00a9e
,,,f5f7f6fc71,45544717,bd2273bb30
,,,0227ac13c3,1121532,05abd00a9e
,,,290862deb5,27656377,05abd00a9e
,,,fa82722d66,7675473,05abd00a9e
,,,683880bb58,17717833,05abd00a9e
,,,7b36b86979,964658,05abd00a9e
,,,ab7facbce5,1224813,05abd00a9e
,,,9a762ebe4e,20567228,bd2273bb30
,,,114d29a8c1,7796684,05abd00a9e
,,,b18e5cfa47,34994802,bd2273bb30
,,,a52d869742,2472278,bd2273bb30
,,,3d85bee526,6885026,05abd00a9e
,,,a4a8e6c387,22840181,05abd00a9e
,,,4c1f94c1a1,29181914,05abd00a9e
,,,f1265057fe,1015653,05abd00a9e
,,,eef75e485d,7556974,05abd00a9e
,,,a35fe6afa0,365852,05abd00a9e
,,,f1c86d1188,23986021,05abd00a9e
,,,89bf9943b0,17935405,05abd00a9e
,,,eb010a572e,7319622,bd2273bb30
,,,ede5e3f36c,1850689,05abd00a9e
,,,21adb361b2,11238188,05abd00a9e
,,,14daf62a9c,6885026,05abd00a9e
,,,3a0d51cd70,14898710,05abd00a9e
,,,7dbc3c427f,9838821,05abd00a9e
,,,3e4315255a,14417667,05abd00a9e
,,,6ebdc87db7,832888,05abd00a9e
,,,1f9ee62516,35246915,05abd00a9e
,,,421d9e32b1,3032548,05abd00a9e
,,,202befed44,9450725,05abd00a9e
,,,5d101b589f,6645401,bd2273bb30
,,,6a69482040,832888,05abd00a9e
,,,c7473df0df,23827582,05abd00a9e
,,,fbaeb6ee1d,45437387,bd2273bb30
,,,44ebe490e7,1243056,05abd00a9e
,,,04343e77c5,10607280,05abd00a9e
,,,3ea1bfa4c2,Bathroom with Laundry â€¢,c9246bc551
,,,d9152bb60a,33039203,05abd00a9e
,,,4897dfe7a1,15606907,05abd00a9e
,,,f39f27dd4e,1414691,bd2273bb30
,,,ba55dae166,10061445,05abd00a9e
,,,542342eb2d,49432912,05abd00a9e
,,,b842e44f78,3267988,05abd00a9e
,,,a124db6dff,17961308,23a7a15c45
,,,fbc8bf3426,5098788,05abd00a9e
,,,b07bb72f51,32154881,05abd00a9e
,,,c9a3b76aa4,6885026,05abd00a9e
,,,7c656a280d,181621,05abd00a9e
,,,ea2bd216fb,11236752,05abd00a9e
,,,268994f7b8,6680836,05abd00a9e
,,,e276802183,6883532,bd2273bb30
,,,d095565b5a,1243056,05abd00a9e
,,,650d3e541f,1243056,05abd00a9e
,,,2098f89a28,1243056,05abd00a9e
,,,8ccc0907d5,1243056,05abd00a9e
,,,2bddf59fe8,4873557,05abd00a9e
,,,28314719e8,16533140,05abd00a9e
,,,a8fd06ccd5,6668610,bd2273bb30
,,,a18e27abef,1243056,05abd00a9e
,,,929fbd605c,1243056,05abd00a9e
,,,aea2174ab9,6458694,05abd00a9e
,,,6f1cd12e7f,5656763,05abd00a9e
,,,6a74b318d2,798892,05abd00a9e
,,,7c72b93b15,47151070,05abd00a9e
,,,e1112b2222,11600938,bd2273bb30
,,,1de563f01e,4255498,05abd00a9e
,,,b01e32fb20,https://a2.muscache.com/ac/pictures/93498833/1e21558e_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,b40e4f3a4d
,,,89443370ce,2569008,05abd00a9e
,,,d640232022,7675473,05abd00a9e
,,,29702e1575,1243056,05abd00a9e
,,,5231bf167a,189356,05abd00a9e
,,,0a4bde4403,1717300,bd2273bb30
,,,b7f555ea2b,1107424,05abd00a9e
,,,74202587ec,4255498,05abd00a9e
,,,c06b3ce83a,10392662,05abd00a9e
,,,83d9cc18c7,26509491,bd2273bb30
,,,3d7d5676a7,1243056,05abd00a9e
,,,cafe8c4cc3,6719697,05abd00a9e
,,,ad3d1ae482,22840181,05abd00a9e
,,,cbcb2a8da9,3267988,05abd00a9e
,,,d2d1ee18a6,31148752,05abd00a9e
,,,b76a931b71,46619432,bd2273bb30
,,,8def99de1a,https://a1.muscache.com/ac/pictures/18877707/0a4db115_original.jpg?interpolation=lanczos-none&size=x_large_cover&output-format=jpg&output-quality=70,34918559e9
,,,f4a68acaff,430709,bd2273bb30
,,,371892b55d,2327457,05abd00a9e
,,,f112765e4c,22102774,05abd00a9e
,,,e2553d3776,2393756,05abd00a9e
,,,d9e3e605ef,3097100,05abd00a9e
,,,27c6d7e058,3979528,05abd00a9e
,,,eaf35d8e0a,24046804,bd2273bb30
,,,50536e58f2,1224813,05abd00a9e
,,,d7ef87b287,1243056,05abd00a9e
,,,14000dd305,7229462,05abd00a9e
,,,e36dafc24a,1782420,05abd00a9e
,,,5ba714c5d2,38360428,bd2273bb30
,,,e797a591cb,19412970,05abd00a9e
,,,f015ddd981,14942,05abd00a9e
,,,0aabc9d127,1243056,05abd00a9e
,,,c6b898f216,20580823,05abd00a9e
,,,e4411cb8c3,1243056,05abd00a9e
,,,fdf87ce8bb,4129144,05abd00a9e
,,,c9f3e26acf,184382,05abd00a9e
,,,7a4ff3d168,35150457,05abd00a9e
,,,9ffd900c90,1821227,bd2273bb30
,,,19ad2e1625,18888563,bd2273bb30
,,,7b47dac9aa,1850689,05abd00a9e
,,,0ec029811d,5040298,bd2273bb30
,,,70510c770b,6120181,bd2273bb30
,,,97b0ec0bbe,1243056,05abd00a9e
,,,c69d925949,765012,05abd00a9e
,,,356b82e97d,1230087,bd2273bb30
,,,15fa088d06,42146727,bd2273bb30
,,,a09979969e,7980977,05abd00a9e
,,,83c3431806,44340751,05abd00a9e
,,,e02a81c65e,1243056,05abd00a9e
,,,e53751fea9,23880457,bd2273bb30
,,,5c0cd3e521,798892,05abd00a9e
,,,62122a2bbf,946910,05abd00a9e
,,,6b10505bfd,1224813,05abd00a9e
,,,bd4608dc70,39455401,05abd00a9e
,,,68df370679,15938400,bd2273bb30
,,,2a47984d06,24563934,05abd00a9e
,,,eb698e0409,2020017,bd2273bb30
,,,5e29b2e877,1243056,05abd00a9e
,,,e5ba22297d,7675473,05abd00a9e
,,,ecdb99d1c6,19310498,05abd00a9e
,,,2101087b3c,10392662,05abd00a9e
,,,a2279fdf17,34665595,05abd00a9e
,,,bed964e0cb,165390,05abd00a9e
,,,0387f3d486,2744697,23a7a15c45
,,,b7e710bc56,2066223,bd2273bb30
,,,ee92ee7e80,1611114,05abd00a9e
,,,51d8644e18,41209589,05abd00a9e
,,,9e1feb3e77,946910,05abd00a9e
,,,8025b5d79f,20567228,bd2273bb30
,,,807b91765a,22969709,bd2273bb30
,,,2129b1b3e3,11904909,bd2273bb30
,,,e6f164cc82,7290828,05abd00a9e
,,,eb98f48425,24745881,05abd00a9e
,,,9ee04905a2,14942,05abd00a9e
,,,170def1a21,1243056,05abd00a9e
,,,4cf869e5f4,46308811,05abd00a9e
,,,fe6cfba449,165390,05abd00a9e
,,,c4285b9dfa,9046761,05abd00a9e
,,,bea4a05e9d,35097157,bd2273bb30
,,,87f2811021,45032290,bd2273bb30
,,,8e70ee5be0,6137030,05abd00a9e
,,,6bdda253f5,24017361,bd2273bb30
,,,8b0bd8b20f,17935405,05abd00a9e
,,,5a1107bf13,14942,05abd00a9e
,,,dacfbd84dc,22100785,05abd00a9e
,,,e033d80f4c,3904755,05abd00a9e
,,,4a964bb255,43818412,23a7a15c45
,,,37480ad7b3,5887608,05abd00a9e
,,,a69370338f,1243056,05abd00a9e
,,,cb74d66aa4,3979528,05abd00a9e
,,,3554c6ba4f,12806968,05abd00a9e
,,,5a290f733c,38039499,05abd00a9e
,,,8b027d4c25,10061445,05abd00a9e
,,,da617986ae,35804562,05abd00a9e
,,,3d190e3c56,18229030,bd2273bb30
,,,263775c39d,24087447,05abd00a9e
,,,75ad2e58d7,282560,bd2273bb30
,,,b1612c7da9,1414691,bd2273bb30
,,,350814bdbe,10061445,05abd00a9e
,,,1c8e7d2eb4,1252862,05abd00a9e
,,,0f53debf6c,14282414,11fe43ca13
,,,10c182fcf8,8539521,9cac7a9d0a
,,,20e34c910b,44528586,11fe43ca13
,,,b0d9922125,37483726,9cac7a9d0a
,,,500b354428,956883,11fe43ca13
,,,38b76a8c1c,,63ea7e9fc9
,,,d04ad988c0,19839856,11fe43ca13
,,,01c2c5e160,5570496,11fe43ca13
,,,df690cc1fd,28648670,9cac7a9d0a
,,,396d85dbc5,6117728,9cac7a9d0a
,,,23602ef0b6,9318707,9cac7a9d0a
,,,6a9c99481d,41969815,11fe43ca13
,,,301fa4d9ef,18342756,11fe43ca13
,,,9f55f99e43,9560339,11fe43ca13
,,,24caf91a0a,561271,11fe43ca13
,,,62f0bdeb56,26130164,11fe43ca13
,,,1e1e800a4e,24429939,11fe43ca13
,,,702663e1e3,10194168,11fe43ca13
,,,9e578aefe6,1303314,11fe43ca13
,,,9e7dd8294d,9232171,11fe43ca13
,,,b0cf8b5661,14926558,9cac7a9d0a
,,,a9c8a0d704,34943,11fe43ca13
,,,aff8fca803,9232171,11fe43ca13
,,,ac9604cec1,1262470,11fe43ca13
,,,ab1759e882,13870400,9cac7a9d0a
,,,be6d1baf0d,685350,11fe43ca13
,,,290f5accd9,1511749,11fe43ca13
,,,ecef736ec9,2425448,11fe43ca13
,,,5e577fbdca,34002693,11fe43ca13
,,,a31b902bb3,1649939,11fe43ca13
,,,4e7127f4bb,10952315,11fe43ca13
,,,7b54db6b5c,23353091,11fe43ca13
,,,bdd866c0db,3029318,
,,,a83d849013,26130164,11fe43ca13
,,,5d677dc68d,24796943,11fe43ca13
,,,ff281e5769,895223,9cac7a9d0a
,,,5a97532414,39243231,9cac7a9d0a
,,,fa00eefcb5,34397733,11fe43ca13
,,,a8a8ad7e74,956883,11fe43ca13
,,,c3042297f2,15792177,9cac7a9d0a
,,,ab06c41b70,24091986,11fe43ca13
,,,4b428554bb,21265939,9cac7a9d0a
,,,b040a15525,8539521,9cac7a9d0a
,,,82cdaf5d66,12322681,11fe43ca13
,,,c4d365a854,23583849,9cac7a9d0a
,,,765e547263,3761409,11fe43ca13
,,,703ead9234,18362115,11fe43ca13
,,,7f2ec1a6c6,18394291,11fe43ca13
,,,4f37b3a866,5707983,11fe43ca13
